                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    317,                0.37437,                0.29102,                  1.005,                      1,                 0.9999,                  0.995,                0.87564,                0.59672,                0.30134,                 1.2866,               0.002179,               0.002179,               0.002179
                    318,                0.38697,                0.30143,                 1.0118,                0.99581,                0.94118,                0.99222,                0.81949,                0.62013,                0.29881,                 1.3005,              0.0021543,              0.0021543,              0.0021543
                    319,                0.34961,                0.27831,                0.97531,                0.99638,                0.94118,                0.98548,                 0.8482,                0.61755,                0.31091,                 1.2905,              0.0021295,              0.0021295,              0.0021295
                    320,                0.36412,                0.27783,                 1.0087,                0.99644,                0.94118,                  0.979,                0.83631,                0.63851,                0.32841,                  1.291,              0.0021048,              0.0021048,              0.0021048
                    321,                0.36759,                0.28136,                 1.0149,                0.99646,                0.94118,                0.99222,                 0.8585,                0.62302,                0.30171,                 1.2771,                0.00208,                0.00208,                0.00208
                    322,                0.34606,                0.26875,                0.97782,                      1,                0.99663,                  0.995,                0.86362,                 0.6039,                0.29421,                 1.2417,              0.0020553,              0.0020553,              0.0020553
                    323,                0.36038,                0.28034,                 0.9825,                      1,                0.99683,                  0.995,                0.85668,                0.59517,                0.30246,                 1.2394,              0.0020305,              0.0020305,              0.0020305
                    324,                0.36169,                0.28886,                 1.0043,                0.99685,                0.94118,                0.98974,                0.85578,                0.62975,                0.33451,                 1.2806,              0.0020058,              0.0020058,              0.0020058
                    325,                0.34704,                0.27422,                0.98536,                0.99682,                0.94118,                0.96573,                0.83746,                0.62166,                 0.3606,                 1.2797,               0.001981,               0.001981,               0.001981
                    326,                0.33588,                 0.2634,                0.97584,                0.99663,                0.94118,                0.95808,                0.83938,                0.59544,                0.34979,                 1.2642,              0.0019563,              0.0019563,              0.0019563
                    327,                0.35082,                0.28222,                0.98553,                0.99657,                0.94118,                0.96679,                 0.8429,                0.58847,                0.32945,                 1.2383,              0.0019315,              0.0019315,              0.0019315
                    328,                0.36949,                0.29345,                 1.0238,                0.99657,                0.94118,                0.97076,                0.83846,                0.56159,                0.32578,                 1.2184,              0.0019068,              0.0019068,              0.0019068
                    329,                0.38255,                0.30246,                 1.0272,                0.99668,                0.94118,                0.95574,                0.83488,                0.58754,                0.32469,                  1.221,               0.001882,               0.001882,               0.001882
                    330,                0.36139,                0.28479,                0.99396,                      1,                0.99677,                  0.995,                0.85551,                0.58567,                0.31863,                 1.2293,              0.0018572,              0.0018572,              0.0018572
                    331,                0.34477,                  0.274,                0.99199,                0.99681,                0.94118,                0.98974,                0.85741,                0.57647,                0.33198,                 1.2238,              0.0018325,              0.0018325,              0.0018325
                    332,                0.36443,                0.27135,                      1,                0.99678,                0.94118,                0.98548,                0.86091,                0.58417,                0.30144,                 1.2465,              0.0018077,              0.0018077,              0.0018077
                    333,                0.35218,                0.27669,                0.98804,                 0.9967,                0.94118,                0.98974,                0.86867,                0.60313,                  0.319,                 1.2467,               0.001783,               0.001783,               0.001783
                    334,                0.34042,                0.28297,                0.98028,                0.99666,                0.94118,                0.98974,                0.84857,                0.61608,                0.32738,                 1.2735,              0.0017582,              0.0017582,              0.0017582
                    335,                0.34571,                0.27015,                0.97488,                0.99663,                0.94118,                0.99222,                0.84444,                0.63906,                0.30723,                 1.2826,              0.0017335,              0.0017335,              0.0017335
                    336,                0.34574,                0.27719,                0.98788,                0.99649,                0.94118,                0.99222,                0.85224,                0.61776,                0.29074,                 1.2527,              0.0017087,              0.0017087,              0.0017087
                    337,                0.35407,                0.27565,                0.98071,                  0.996,                0.94118,                 0.9875,                0.85364,                0.61062,                 0.2954,                  1.259,               0.001684,               0.001684,               0.001684
                    338,                0.35556,                0.27303,                0.97718,                0.99459,                0.94118,                0.98196,                0.85138,                 0.6146,                0.30588,                 1.2768,              0.0016592,              0.0016592,              0.0016592
                    339,                0.34637,                0.26346,                0.97777,                0.99447,                0.94118,                 0.9875,                0.84754,                0.63991,                0.32182,                  1.315,              0.0016345,              0.0016345,              0.0016345
                    340,                0.32154,                 0.2629,                 0.9633,                0.99523,                0.94118,                0.98974,                0.85656,                0.61316,                0.30111,                 1.2997,              0.0016097,              0.0016097,              0.0016097
                    341,                0.33547,                0.26289,                0.96432,                0.99456,                0.94118,                0.98974,                0.85191,                0.63313,                0.28983,                 1.3262,               0.001585,               0.001585,               0.001585
                    342,                0.34167,                 0.2758,                0.98328,                0.99492,                0.94118,                0.98548,                  0.858,                0.62579,                0.30344,                 1.3011,              0.0015602,              0.0015602,              0.0015602
                    343,                 0.3321,                0.27657,                0.96781,                0.99471,                0.94118,                0.98042,                0.85613,                0.60547,                0.30613,                 1.2469,              0.0015355,              0.0015355,              0.0015355
                    344,                0.35343,                0.28192,                0.98345,                0.94411,                0.99395,                0.99222,                0.86776,                0.60465,                0.30371,                 1.2525,              0.0015107,              0.0015107,              0.0015107
                    345,                0.35534,                0.27972,                0.99682,                0.94431,                0.99751,                0.99222,                0.85839,                0.61124,                0.31701,                 1.2738,               0.001486,               0.001486,               0.001486
                    346,                0.34221,                0.27325,                0.98622,                0.94416,                0.99487,                0.99222,                0.86082,                0.59959,                0.32076,                 1.2721,              0.0014612,              0.0014612,              0.0014612
                    347,                 0.3342,                0.26361,                0.95707,                0.99606,                0.94118,                0.97076,                0.83698,                0.62265,                0.35648,                 1.2892,              0.0014365,              0.0014365,              0.0014365
                    348,                0.32485,                0.26338,                 0.9688,                0.99661,                0.94118,                0.96797,                0.83742,                0.61985,                0.32945,                 1.2861,              0.0014117,              0.0014117,              0.0014117
                    349,                0.32595,                 0.2541,                0.96747,                0.99675,                0.94118,                0.98364,                0.82924,                0.61013,                0.33001,                  1.284,               0.001387,               0.001387,               0.001387
                    350,                0.34698,                0.27044,                0.99706,                0.99659,                0.94118,                0.98974,                 0.8513,                 0.6022,                0.32589,                 1.2735,              0.0013622,              0.0013622,              0.0013622
                    351,                0.32908,                 0.2692,                0.98618,                0.99641,                0.94118,                0.98364,                0.85554,                0.60066,                0.30918,                  1.272,              0.0013375,              0.0013375,              0.0013375
                    352,                 0.3244,                0.26369,                0.96964,                0.99638,                0.94118,                0.96167,                0.82582,                0.58919,                0.34104,                 1.2701,              0.0013128,              0.0013128,              0.0013128
                    353,                0.34525,                0.28084,                0.99704,                0.99666,                0.94118,                0.96524,                0.83244,                0.59069,                0.32634,                 1.2724,               0.001288,               0.001288,               0.001288
                    354,                0.34501,                0.27271,                0.97765,                0.99674,                0.94118,                0.98974,                0.86572,                0.60315,                0.29825,                 1.2807,              0.0012633,              0.0012633,              0.0012633
                    355,                0.34344,                0.27309,                0.98761,                      1,                0.99671,                  0.995,                0.86589,                0.61077,                0.29824,                 1.2807,              0.0012385,              0.0012385,              0.0012385
                    356,                0.33427,                0.27921,                0.96817,                0.99684,                0.94118,                 0.9875,                0.83192,                0.62548,                0.32947,                 1.2857,              0.0012138,              0.0012138,              0.0012138
                    357,                0.34168,                0.26653,                0.98632,                      1,                0.99669,                  0.995,                0.87029,                0.60686,                 0.3077,                 1.2657,               0.001189,               0.001189,               0.001189
                    358,                0.31384,                0.25138,                0.96383,                      1,                0.99674,                  0.995,                 0.8677,                0.59138,                0.29011,                 1.2448,              0.0011643,              0.0011643,              0.0011643
                    359,                0.30846,                0.24839,                0.95764,                 0.9943,                0.94118,                0.98974,                0.87538,                 0.6014,                0.31163,                 1.2568,              0.0011395,              0.0011395,              0.0011395
                    360,                0.31295,                0.25297,                0.96326,                0.99265,                0.94118,                0.99222,                0.87891,                0.58048,                0.30281,                  1.218,              0.0011148,              0.0011148,              0.0011148
                    361,                0.32151,                0.25006,                0.95697,                0.99179,                0.94118,                0.98974,                0.85676,                 0.6005,                0.29118,                 1.2393,                0.00109,                0.00109,                0.00109
                    362,                0.31426,                0.24668,                0.96861,                0.94444,                0.99996,                0.99222,                0.85714,                0.59723,                0.27997,                 1.2606,              0.0010653,              0.0010653,              0.0010653
                    363,                 0.3361,                0.25499,                0.98349,                      1,                0.99843,                  0.995,                0.87109,                0.60078,                0.27907,                 1.2867,              0.0010405,              0.0010405,              0.0010405
                    364,                0.32948,                0.26928,                0.96859,                0.99499,                0.94118,                0.99222,                0.86906,                0.60836,                0.28454,                 1.2833,              0.0010158,              0.0010158,              0.0010158
                    365,                 0.3122,                0.25243,                0.96715,                0.99457,                0.94118,                0.99222,                 0.8661,                 0.6074,                0.29872,                 1.2759,               0.000991,               0.000991,               0.000991
                    366,                0.31291,                0.25995,                0.95947,                0.99599,                0.94118,                0.99222,                0.87334,                0.59052,                0.28907,                  1.265,             0.00096625,             0.00096625,             0.00096625
                    367,                0.31371,                0.24949,                0.96299,                      1,                  0.997,                  0.995,                0.87064,                0.59213,                0.29959,                  1.272,              0.0009415,              0.0009415,              0.0009415
                    368,                0.32569,                0.24965,                0.98216,                      1,                 0.9967,                  0.995,                0.87973,                0.60926,                0.31734,                 1.2874,             0.00091675,             0.00091675,             0.00091675
                    369,                  0.297,                0.25116,                0.95099,                0.99675,                0.94118,                  0.979,                0.84833,                0.63607,                 0.3559,                 1.3014,               0.000892,               0.000892,               0.000892
                    370,                0.33137,                0.27344,                0.98235,                0.99677,                0.94118,                0.95495,                 0.8339,                 0.6156,                0.35456,                 1.2841,             0.00086725,             0.00086725,             0.00086725
                    371,                0.30493,                0.24368,                0.96239,                0.99655,                0.94118,                0.95471,                0.82985,                0.60204,                 0.3371,                 1.2531,              0.0008425,              0.0008425,              0.0008425
                    372,                0.28918,                0.23347,                0.95366,                0.99652,                0.94118,                 0.9875,                0.86168,                0.58376,                0.30262,                 1.2416,             0.00081775,             0.00081775,             0.00081775
                    373,                0.30254,                0.24202,                0.95073,                      1,                0.99708,                  0.995,                0.87536,                0.59419,                0.29719,                 1.2633,               0.000793,               0.000793,               0.000793
                    374,                0.31306,                0.25351,                0.96992,                      1,                0.99698,                  0.995,                0.87759,                0.60298,                0.30625,                 1.2749,             0.00076825,             0.00076825,             0.00076825
                    375,                0.32281,                0.26616,                0.95288,                0.99609,                0.94118,                  0.979,                0.84671,                0.59758,                0.32821,                 1.2786,              0.0007435,              0.0007435,              0.0007435
                    376,                0.30738,                0.24674,                0.95532,                0.99646,                0.94118,                 0.9552,                0.84112,                0.59608,                0.34607,                 1.2743,             0.00071875,             0.00071875,             0.00071875
                    377,                0.32942,                0.26237,                0.97005,                0.99666,                0.94118,                0.97536,                0.84847,                0.60049,                0.32185,                  1.276,               0.000694,               0.000694,               0.000694
                    378,                0.29869,                0.24106,                 0.9519,                 0.9967,                0.94118,                0.98548,                0.85306,                0.60186,                0.31394,                 1.2784,             0.00066925,             0.00066925,             0.00066925
                    379,                0.29018,                 0.2363,                0.94775,                0.99666,                0.94118,                0.98196,                0.83776,                0.60304,                 0.3113,                 1.2809,              0.0006445,              0.0006445,              0.0006445
                    380,                0.29652,                0.23603,                0.94762,                0.99657,                0.94118,                0.97333,                0.83465,                0.60617,                0.32557,                 1.2893,             0.00061975,             0.00061975,             0.00061975
                    381,                0.31156,                0.24106,                0.95985,                0.99643,                0.94118,                0.98196,                0.86119,                0.60109,                0.32855,                 1.2739,               0.000595,               0.000595,               0.000595
                    382,                0.30228,                0.24582,                0.96633,                0.99631,                0.94118,                0.98974,                0.84869,                0.60637,                0.30892,                 1.2735,             0.00057025,             0.00057025,             0.00057025
                    383,                0.31362,                0.23989,                0.96626,                      1,                0.99662,                  0.995,                0.86415,                0.60932,                0.30895,                 1.2856,              0.0005455,              0.0005455,              0.0005455
                    384,                0.30032,                0.24606,                0.96351,                      1,                0.99678,                  0.995,                0.86719,                0.61042,                 0.3233,                  1.287,             0.00052075,             0.00052075,             0.00052075
                    385,                0.29993,                0.23654,                0.95169,                0.99666,                0.94118,                0.99222,                0.85808,                0.60501,                0.31453,                 1.2768,               0.000496,               0.000496,               0.000496
                    386,                0.31073,                0.24839,                0.95878,                0.99667,                0.94118,                0.98364,                 0.8638,                0.59824,                0.31473,                 1.2684,             0.00047125,             0.00047125,             0.00047125
                    387,                  0.302,                0.23976,                0.94887,                0.99665,                0.94118,                0.98364,                0.84429,                0.60389,                0.33541,                 1.2606,              0.0004465,              0.0004465,              0.0004465
                    388,                0.29265,                0.23992,                0.96533,                0.99666,                0.94118,                0.98196,                0.84877,                0.59968,                0.33089,                 1.2634,             0.00042175,             0.00042175,             0.00042175
                    389,                0.30899,                0.25064,                0.95844,                0.99669,                0.94118,                0.98548,                 0.8698,                 0.5996,                0.32447,                 1.2736,               0.000397,               0.000397,               0.000397
                    390,                0.28226,                0.22899,                0.96661,                0.99674,                0.94118,                0.98548,                0.84617,                0.61264,                 0.3302,                 1.2924,             0.00037225,             0.00037225,             0.00037225
                    391,                0.35015,                0.23756,                 1.0337,                0.99661,                0.94118,                 0.9875,                0.85488,                0.61053,                0.30884,                 1.2938,              0.0003475,              0.0003475,              0.0003475
                    392,                0.33153,                0.22108,                 1.0222,                0.99651,                0.94118,                0.99222,                0.85681,                0.61741,                0.28258,                 1.3041,             0.00032275,             0.00032275,             0.00032275
                    393,                0.34522,                 0.2259,                0.98728,                      1,                0.99633,                  0.995,                0.85908,                0.61534,                0.27138,                 1.3033,               0.000298,               0.000298,               0.000298
                    394,                0.33209,                0.22267,                0.98459,                      1,                0.99616,                  0.995,                0.85307,                0.62077,                0.27818,                 1.3108,             0.00027325,             0.00027325,             0.00027325
                    395,                0.33527,                0.22866,                 0.9939,                0.99597,                0.94118,                0.99222,                0.85717,                0.62478,                 0.2925,                 1.3107,              0.0002485,              0.0002485,              0.0002485
                    396,                0.32459,                0.22112,                0.97507,                0.99584,                0.94118,                0.99222,                0.86152,                 0.6204,                0.28674,                 1.3073,             0.00022375,             0.00022375,             0.00022375
                    397,                0.31326,                0.21376,                0.96758,                0.99616,                0.94118,                0.99222,                0.86148,                0.61806,                0.28247,                 1.3039,               0.000199,               0.000199,               0.000199
                    398,                0.32939,                0.21996,                 1.0102,                      1,                0.99675,                  0.995,                0.85597,                0.61614,                0.28089,                 1.2991,             0.00017425,             0.00017425,             0.00017425
                    399,                0.32124,                0.21881,                0.97906,                      1,                0.99687,                  0.995,                0.87188,                0.61376,                0.28342,                 1.2893,              0.0001495,              0.0001495,              0.0001495
                    400,                 0.3167,                0.21024,                0.96739,                      1,                0.99684,                  0.995,                0.87361,                0.61827,                0.28548,                 1.2935,             0.00012475,             0.00012475,             0.00012475
